O*NET-SOC Code,Title,Tech_Skill
47-4011.01,Energy Auditors,Personal computers
47-4011.01,Energy Auditors,Anemometers
47-4011.01,Energy Auditors,Psychrometers
47-4011.01,Energy Auditors,Tablet computers
47-4011.01,Energy Auditors,Two way radios
47-4011.01,Energy Auditors,Voltage or current meters
47-4011.01,Energy Auditors,Flow sensors
47-4011.01,Energy Auditors,Wattmeters
47-4011.01,Energy Auditors,Data base user interface and query software
47-4011.01,Energy Auditors,Analytical or scientific software
47-4011.01,Energy Auditors,Graphics or photo imaging software
47-4011.01,Energy Auditors,Computer aided design CAD software
47-4011.01,Energy Auditors,Object or component oriented development software
47-4011.01,Energy Auditors,Customer relationship management CRM software
47-4011.01,Energy Auditors,Geographic information system
47-4011.01,Energy Auditors,Operating system software
47-4011.01,Energy Auditors,Development environment software
47-4011.01,Energy Auditors,Enterprise resource planning ERP software
47-4011.01,Energy Auditors,Spreadsheet software
47-4011.01,Energy Auditors,Internet browser software
47-4011.01,Energy Auditors,Office suite software
47-4011.01,Energy Auditors,Electronic mail software
47-4011.01,Energy Auditors,Presentation software
47-4011.01,Energy Auditors,Desktop publishing software
47-4011.01,Energy Auditors,Cloud-based data access and sharing software
47-4011.01,Energy Auditors,Object oriented data base management software
47-4011.01,Energy Auditors,Word processing software
47-4021.00,Elevator and Escalator Installers and Repairers,Adjustable wrenches
47-4021.00,Elevator and Escalator Installers and Repairers,Ammeters
47-4021.00,Elevator and Escalator Installers and Repairers,Voltage or current meters
47-4021.00,Elevator and Escalator Installers and Repairers,Tensiometers
47-4021.00,Elevator and Escalator Installers and Repairers,Capacitance meters
47-4021.00,Elevator and Escalator Installers and Repairers,Cleaning scrapers
47-4021.00,Elevator and Escalator Installers and Repairers,Grinding machines
47-4021.00,Elevator and Escalator Installers and Repairers,Conduit benders
47-4021.00,Elevator and Escalator Installers and Repairers,Blow torch
47-4021.00,Elevator and Escalator Installers and Repairers,Diagonal cut pliers
47-4021.00,Elevator and Escalator Installers and Repairers,Oscilloscopes
47-4021.00,Elevator and Escalator Installers and Repairers,Power grinders
47-4021.00,Elevator and Escalator Installers and Repairers,Utility knives
47-4021.00,Elevator and Escalator Installers and Repairers,Dollies
47-4021.00,Elevator and Escalator Installers and Repairers,Graphic recorders
47-4021.00,Elevator and Escalator Installers and Repairers,Flat hand file
47-4021.00,Elevator and Escalator Installers and Repairers,Circuit tester
47-4021.00,Elevator and Escalator Installers and Repairers,Grease guns
47-4021.00,Elevator and Escalator Installers and Repairers,Hacksaw
47-4021.00,Elevator and Escalator Installers and Repairers,Hammers
47-4021.00,Elevator and Escalator Installers and Repairers,Hoists
47-4021.00,Elevator and Escalator Installers and Repairers,Hydraulic cylinder or component repair kits
47-4021.00,Elevator and Escalator Installers and Repairers,Pressure indicators
47-4021.00,Elevator and Escalator Installers and Repairers,Linemans pliers
47-4021.00,Elevator and Escalator Installers and Repairers,Ladders
47-4021.00,Elevator and Escalator Installers and Repairers,Notebook computers
47-4021.00,Elevator and Escalator Installers and Repairers,Levels
47-4021.00,Elevator and Escalator Installers and Repairers,Electronic measuring probes
47-4021.00,Elevator and Escalator Installers and Repairers,Longnose pliers
47-4021.00,Elevator and Escalator Installers and Repairers,Tape measures
47-4021.00,Elevator and Escalator Installers and Repairers,Megohmmeters
47-4021.00,Elevator and Escalator Installers and Repairers,Micrometers
47-4021.00,Elevator and Escalator Installers and Repairers,Multimeters
47-4021.00,Elevator and Escalator Installers and Repairers,Ohmmeters
47-4021.00,Elevator and Escalator Installers and Repairers,Open end wrenches
47-4021.00,Elevator and Escalator Installers and Repairers,Personal computers
47-4021.00,Elevator and Escalator Installers and Repairers,Phasemeters
47-4021.00,Elevator and Escalator Installers and Repairers,Screwdrivers
47-4021.00,Elevator and Escalator Installers and Repairers,Plumb bobs
47-4021.00,Elevator and Escalator Installers and Repairers,Power drills
47-4021.00,Elevator and Escalator Installers and Repairers,Power saws
47-4021.00,Elevator and Escalator Installers and Repairers,Microcontrollers
47-4021.00,Elevator and Escalator Installers and Repairers,Adjustable widemouth pliers
47-4021.00,Elevator and Escalator Installers and Repairers,Calibrated resistance measuring equipment
47-4021.00,Elevator and Escalator Installers and Repairers,Safety harnesses or belts
47-4021.00,Elevator and Escalator Installers and Repairers,Scaffolding
47-4021.00,Elevator and Escalator Installers and Repairers,Shielded metal arc welding or stick welding machine
47-4021.00,Elevator and Escalator Installers and Repairers,Signal generators
47-4021.00,Elevator and Escalator Installers and Repairers,Slings
47-4021.00,Elevator and Escalator Installers and Repairers,Soldering iron
47-4021.00,Elevator and Escalator Installers and Repairers,Pull spring balances
47-4021.00,Elevator and Escalator Installers and Repairers,Tablet computers
47-4021.00,Elevator and Escalator Installers and Repairers,Tachometers
47-4021.00,Elevator and Escalator Installers and Repairers,Thermographs
47-4021.00,Elevator and Escalator Installers and Repairers,Tungsten inert gas welding machine
47-4021.00,Elevator and Escalator Installers and Repairers,Two way radios
47-4021.00,Elevator and Escalator Installers and Repairers,Vacuum pumps
47-4021.00,Elevator and Escalator Installers and Repairers,Spot welding machine
47-4021.00,Elevator and Escalator Installers and Repairers,Wire brushes
47-4021.00,Elevator and Escalator Installers and Repairers,Wire cutters
47-4021.00,Elevator and Escalator Installers and Repairers,Stripping tools
47-4021.00,Elevator and Escalator Installers and Repairers,Platform lift
47-4021.00,Elevator and Escalator Installers and Repairers,Facilities management software
47-4021.00,Elevator and Escalator Installers and Repairers,Analytical or scientific software
47-4021.00,Elevator and Escalator Installers and Repairers,Spreadsheet software
47-4021.00,Elevator and Escalator Installers and Repairers,Electronic mail software
47-4021.00,Elevator and Escalator Installers and Repairers,Word processing software
47-4021.00,Elevator and Escalator Installers and Repairers,Calendar and scheduling software
47-4031.00,Fence Erectors,Adjustable widemouth pliers
47-4031.00,Fence Erectors,Pullers
47-4031.00,Fence Erectors,Plaster or mortar mixers
47-4031.00,Fence Erectors,Power saws
47-4031.00,Fence Erectors,Claw hammer
47-4031.00,Fence Erectors,Chucks
47-4031.00,Fence Erectors,Spades
47-4031.00,Fence Erectors,Grounding hardware
47-4031.00,Fence Erectors,Voltage or current meters
47-4031.00,Fence Erectors,Augers
47-4031.00,Fence Erectors,Jacks
47-4031.00,Fence Erectors,Wire cutters
47-4031.00,Fence Erectors,Plumb bobs
47-4031.00,Fence Erectors,Locking pliers
47-4031.00,Fence Erectors,Wire lug crimping tool
47-4031.00,Fence Erectors,Personal computers
47-4031.00,Fence Erectors,Pipe or tube cutter
47-4031.00,Fence Erectors,Power drills
47-4031.00,Fence Erectors,Gas welding or brazing or cutting apparatus
47-4031.00,Fence Erectors,Post hole digger
47-4031.00,Fence Erectors,Security or access control systems
47-4031.00,Fence Erectors,Levels
47-4031.00,Fence Erectors,Staple guns
47-4031.00,Fence Erectors,Tape measures
47-4031.00,Fence Erectors,Hammers
47-4031.00,Fence Erectors,Tablet computers
47-4031.00,Fence Erectors,Torque wrenches
47-4031.00,Fence Erectors,Conduit benders
47-4031.00,Fence Erectors,Computer aided design CAD software
47-4031.00,Fence Erectors,Web page creation and editing software
47-4031.00,Fence Erectors,Project management software
47-4031.00,Fence Erectors,Spreadsheet software
47-4041.00,Hazardous Materials Removal Workers,Adjustable wrenches
47-4041.00,Hazardous Materials Removal Workers,Air samplers or collectors
47-4041.00,Hazardous Materials Removal Workers,Air pollutant samplers
47-4041.00,Hazardous Materials Removal Workers,Air sampling pumps
47-4041.00,Hazardous Materials Removal Workers,Air scrubbers
47-4041.00,Hazardous Materials Removal Workers,Radiation detectors
47-4041.00,Hazardous Materials Removal Workers,Sample holders
47-4041.00,Hazardous Materials Removal Workers,Blowers
47-4041.00,Hazardous Materials Removal Workers,Borescope inspection equipment
47-4041.00,Hazardous Materials Removal Workers,Wheel bulldozers
47-4041.00,Hazardous Materials Removal Workers,Reagent kits for use with air samplers
47-4041.00,Hazardous Materials Removal Workers,Protective aprons
47-4041.00,Hazardous Materials Removal Workers,Hazardous material protective footwear
47-4041.00,Hazardous Materials Removal Workers,Hazardous material protective apparel
47-4041.00,Hazardous Materials Removal Workers,Protective coveralls
47-4041.00,Hazardous Materials Removal Workers,Facial shields
47-4041.00,Hazardous Materials Removal Workers,Protective gloves
47-4041.00,Hazardous Materials Removal Workers,Protective hood
47-4041.00,Hazardous Materials Removal Workers,Hand sprayers
47-4041.00,Hazardous Materials Removal Workers,Claw hammer
47-4041.00,Hazardous Materials Removal Workers,Multi gas monitors
47-4041.00,Hazardous Materials Removal Workers,Gas detector tubes
47-4041.00,Hazardous Materials Removal Workers,Explosimeters
47-4041.00,Hazardous Materials Removal Workers,Concrete mixers or plants
47-4041.00,Hazardous Materials Removal Workers,Pry bars
47-4041.00,Hazardous Materials Removal Workers,Absorbent booms
47-4041.00,Hazardous Materials Removal Workers,Portable data input terminals
47-4041.00,Hazardous Materials Removal Workers,Decontamination shower
47-4041.00,Hazardous Materials Removal Workers,Dehumidifiers
47-4041.00,Hazardous Materials Removal Workers,Desktop computers
47-4041.00,Hazardous Materials Removal Workers,Dosimeters
47-4041.00,Hazardous Materials Removal Workers,Dredgers
47-4041.00,Hazardous Materials Removal Workers,Dust collectors
47-4041.00,Hazardous Materials Removal Workers,Track excavators
47-4041.00,Hazardous Materials Removal Workers,Eyewashers or eye wash stations
47-4041.00,Hazardous Materials Removal Workers,Filtering machinery
47-4041.00,Hazardous Materials Removal Workers,Vacuum cleaners
47-4041.00,Hazardous Materials Removal Workers,Flame ionization analyzers
47-4041.00,Hazardous Materials Removal Workers,Spectrophotometers
47-4041.00,Hazardous Materials Removal Workers,Liquid chromatographs
47-4041.00,Hazardous Materials Removal Workers,Forklifts
47-4041.00,Hazardous Materials Removal Workers,Gas chromatographs
47-4041.00,Hazardous Materials Removal Workers,Gas detectors
47-4041.00,Hazardous Materials Removal Workers,Water samplers
47-4041.00,Hazardous Materials Removal Workers,Power grinders
47-4041.00,Hazardous Materials Removal Workers,Fire retardant apparel
47-4041.00,Hazardous Materials Removal Workers,Hoists
47-4041.00,Hazardous Materials Removal Workers,Hydraulic truck cranes
47-4041.00,Hazardous Materials Removal Workers,Hygrometers
47-4041.00,Hazardous Materials Removal Workers,Infrared spectrometers
47-4041.00,Hazardous Materials Removal Workers,Ladders
47-4041.00,Hazardous Materials Removal Workers,Cargo trucks
47-4041.00,Hazardous Materials Removal Workers,Chemistry test kits or supplies
47-4041.00,Hazardous Materials Removal Workers,Light trucks or sport utility vehicles
47-4041.00,Hazardous Materials Removal Workers,Liquid leak detectors
47-4041.00,Hazardous Materials Removal Workers,Pick or place robots
47-4041.00,Hazardous Materials Removal Workers,Moisture meters
47-4041.00,Hazardous Materials Removal Workers,Respirators
47-4041.00,Hazardous Materials Removal Workers,Notebook computers
47-4041.00,Hazardous Materials Removal Workers,Nut drivers
47-4041.00,Hazardous Materials Removal Workers,Single gas monitors
47-4041.00,Hazardous Materials Removal Workers,Personal computers
47-4041.00,Hazardous Materials Removal Workers,pH meters
47-4041.00,Hazardous Materials Removal Workers,Ion analyzers
47-4041.00,Hazardous Materials Removal Workers,Pneumatic sanding machines
47-4041.00,Hazardous Materials Removal Workers,Positive displacement pumps
47-4041.00,Hazardous Materials Removal Workers,Respiration air supplying self contained breathing apparatus or accessories
47-4041.00,Hazardous Materials Removal Workers,Power sanders
47-4041.00,Hazardous Materials Removal Workers,Putty knives
47-4041.00,Hazardous Materials Removal Workers,Radon detectors
47-4041.00,Hazardous Materials Removal Workers,Safety glasses
47-4041.00,Hazardous Materials Removal Workers,Scaffolding
47-4041.00,Hazardous Materials Removal Workers,Scrapers
47-4041.00,Hazardous Materials Removal Workers,Screwdrivers
47-4041.00,Hazardous Materials Removal Workers,Shovels
47-4041.00,Hazardous Materials Removal Workers,Soil core sampling apparatus
47-4041.00,Hazardous Materials Removal Workers,Soil testing kits
47-4041.00,Hazardous Materials Removal Workers,Pressure or steam cleaners
47-4041.00,Hazardous Materials Removal Workers,Tablet computers
47-4041.00,Hazardous Materials Removal Workers,Conventional truck cranes
47-4041.00,Hazardous Materials Removal Workers,Two way radios
47-4041.00,Hazardous Materials Removal Workers,Utility knives
47-4041.00,Hazardous Materials Removal Workers,Vacuum pumps
47-4041.00,Hazardous Materials Removal Workers,Minivans or vans
47-4041.00,Hazardous Materials Removal Workers,Air exhausters
47-4041.00,Hazardous Materials Removal Workers,Fans
47-4041.00,Hazardous Materials Removal Workers,Winches
47-4041.00,Hazardous Materials Removal Workers,Wire cutters
47-4041.00,Hazardous Materials Removal Workers,Spectrofluorimeters or fluorimeters
47-4041.00,Hazardous Materials Removal Workers,Facilities management software
47-4041.00,Hazardous Materials Removal Workers,Data base user interface and query software
47-4041.00,Hazardous Materials Removal Workers,Internet browser software
47-4041.00,Hazardous Materials Removal Workers,Inventory management software
47-4041.00,Hazardous Materials Removal Workers,Enterprise application integration software
47-4041.00,Hazardous Materials Removal Workers,Spreadsheet software
47-4041.00,Hazardous Materials Removal Workers,Office suite software
47-4041.00,Hazardous Materials Removal Workers,Electronic mail software
47-4041.00,Hazardous Materials Removal Workers,Presentation software
47-4041.00,Hazardous Materials Removal Workers,Word processing software
47-4041.00,Hazardous Materials Removal Workers,Enterprise resource planning ERP software
47-4051.00,Highway Maintenance Workers,All terrain cranes
47-4051.00,Highway Maintenance Workers,Dump trucks
47-4051.00,Highway Maintenance Workers,Graders
47-4051.00,Highway Maintenance Workers,Earthmoving buckets or its parts or accessories
47-4051.00,Highway Maintenance Workers,Rollers
47-4051.00,Highway Maintenance Workers,Adjustable widemouth pliers
47-4051.00,Highway Maintenance Workers,Adjustable wrenches
47-4051.00,Highway Maintenance Workers,Aggregate spreaders
47-4051.00,Highway Maintenance Workers,Air compressors
47-4051.00,Highway Maintenance Workers,Road surface heater planers
47-4051.00,Highway Maintenance Workers,Wheel loaders
47-4051.00,Highway Maintenance Workers,Agricultural tractors
47-4051.00,Highway Maintenance Workers,Bituminous material distributors
47-4051.00,Highway Maintenance Workers,Conventional truck cranes
47-4051.00,Highway Maintenance Workers,Power chippers
47-4051.00,Highway Maintenance Workers,Articulating boom lift
47-4051.00,Highway Maintenance Workers,Wheel bulldozers
47-4051.00,Highway Maintenance Workers,Axes
47-4051.00,Highway Maintenance Workers,Drain or pipe cleaning equipment
47-4051.00,Highway Maintenance Workers,Power saws
47-4051.00,Highway Maintenance Workers,Sprayers
47-4051.00,Highway Maintenance Workers,Chip Spreaders
47-4051.00,Highway Maintenance Workers,Circuit tester
47-4051.00,Highway Maintenance Workers,Cold planers
47-4051.00,Highway Maintenance Workers,Compactors
47-4051.00,Highway Maintenance Workers,Road rooters
47-4051.00,Highway Maintenance Workers,Concrete mixers or plants
47-4051.00,Highway Maintenance Workers,Vibratory plates
47-4051.00,Highway Maintenance Workers,Desktop computers
47-4051.00,Highway Maintenance Workers,Derricks
47-4051.00,Highway Maintenance Workers,Ditchers
47-4051.00,Highway Maintenance Workers,Draglines
47-4051.00,Highway Maintenance Workers,Hand sprayers
47-4051.00,Highway Maintenance Workers,Flatbed trailers
47-4051.00,Highway Maintenance Workers,Forklifts
47-4051.00,Highway Maintenance Workers,Front end loaders
47-4051.00,Highway Maintenance Workers,Cargo trucks
47-4051.00,Highway Maintenance Workers,Gas generators
